Table_ID,Page,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
Table_44,39,,,,"by extreme weather may undermine CLP's reputation as a reliable energy provider,",,,outages and provides an online form for customers to report power outages conveniently.,,,,,,,,,,,,
Table_44,39,,,,resulting in a loss of trust.,,,,,,,,,,,,,,,
Table_44,39,,Navigating,,Financial risk: Deglobalisation and geopolitical tensions could result in restrictions on,,,CLP relies on its diversified procurement strategy to avoid the worst of the impact of ongoing,Partners,,,,,,,,,,,
Table_44,39,,geopolitical,,trade with the Mainland. These could impact CLP’s ability to procure semiconductors,,,geopolitical uncertainty.,,,,,,,,,,,,
Table_44,39,,instability,,"and other critical technologies, as well as capital, commodities, talent and other drivers",,,,,,,,,,,,,,,
Table_44,39,,,,of business continuity and success.,,,,,,,,,,,,,,,
Table_44,39,,,,Financial risk: Geopolitical tensions could impact CLP’s operating environment.,,,"To maintain supply chain resilience, CLP maintains a sufficient inventory level and access to multiple supply",Partners,,,,,,,,,,,
Table_44,39,,,,"Potential impacts include supply chain disruptions, increased business costs, currency",,,"sources, while forging close collaboration with suppliers.",,,,,,,,,,,,
Table_44,39,,,,fluctuations and adverse changes in international trade policies.,,,,,,,,,,,,,,,
Table_44,39,,,,Financial risk: A lapse in the security of fuel supply in some markets could tarnish CLP’s,,,"CLP adopts a diversified fuel mix, optimising its procurement contracting processes, balancing the use of","Capital providers,",,,,,,,,,,,
Table_44,39,,,,reputation due to deteriorated supply reliability and could lead to a significant loss in,,,term and spot contracts and maintaining multiple fuel sources so as not to be reliant on a single source,"Customers,",,,,,,,,,,,
Table_44,39,,,,revenue hurting CLP’s financial performance.,,,or supplier.,Partners,,,,,,,,,,,
Table_44,39,"A safe, future-",Attracting and,,Financial risk: Failing to develop the talent and ways of working required for a digitally,,,"CLP further strengthened the recruitment of people with talent and expertise in engineering, digital","Capital providers,",,,,,,,,,,,
Table_44,39,ready workforce,developing diverse,,"enabled, low-carbon future will hamper CLP’s ability to meet its strategic objectives and",,,technologies and customer service in Hong Kong and Mainland China in 2023.,Our people,,,,,,,,,,,
Table_44,39,,future talent,,expand capabilities in new areas.,,,,,,,,,,,,,,,
Table_44,39,,and capabilities,,,,,,,,,,,,,,,,,
Table_44,39,,,,Positive impact: Training provided to upskill employees enhances CLP's human,,,To foster collaboration and expand opportunities for employees’ career development and industry skill,Our people,,,,,,,,,,,
Table_44,39,,,,"capital and contributes to employee satisfaction, which correlates strongly with",,,"enhancement, CLP has strengthened partnerships with institutions in Hong Kong, Mainland China and",,,,,,,,,,,,
Table_44,39,,,,improved performance.,,,overseas through various partnership programmes via the CLP Power Academy.,,,,,,,,,,,,
Table_45,40,,"CLP actively manages and responds to the sustainability-related impacts, risks and opportunities summarised in the table below. The latest materiality assessment",,,,,,,,,,,,,,,,,
Table_45,40,,,,,,Upstream,"Own operations
Downstream
Short-term
Medium-term",Long-term,,,,,,,,,,,
Table_45,40,results also inform the Group's business strategy and integrate into the broader risk management process.,,,,,,,,,,,,,,,,,,
Table_45,40,Material Topic,Sub-topic,Megatrend,"Impacts, risks and opportunities",Value,Time,CLP's Response,Relevant,,,,,,,,,,,
Table_45,40,,,,,chain,horizon1,,stakeholders,,,,,,,,,,,
Table_45,40,"A safe, future-",Attracting and,,Negative impact: Younger employees with the skills required to facilitate CLP's,,,"CLP stepped-up efforts to expose high-potential team members to energy transition developments, with",Our people,,,,,,,,,,,
Table_45,40,ready workforce,developing diverse,,opportunities in digitisation and the low-carbon energy transition may have different,,,study tours now embedded in every development programme and over 100 team members participating,,,,,,,,,,,,
Table_45,40,( continued),future talent and,,"expectations compared to previous generations, which requires CLP to hire and train",,,in 2023. CLP also introduced a Digital Graduate Programme and expanded opportunities for graduates,,,,,,,,,,,,
Table_45,40,,capabilities,,executives with the contemporary leadership skills to manage them effectively.,,,and interns.,,,,,,,,,,,,
Table_45,40,,(continued),,,,,,,,,,,,,,,,,
Table_45,40,,Helping our,,Positive impact: People policies that acknowledge different life stages and offer,,,"CLP is committed to developing an engaged and high-performing workforce, providing flexible working",Our people,,,,,,,,,,,
Table_45,40,,people succeed,,"employees greater flexibility can increase social mobility, remove barriers to career",,,arrangements and benefits to support employees through all life stages. CLP commenced implementing,,,,,,,,,,,,
Table_45,40,,,,"progression, and enhance productivity and morale.",,,"a refreshed approach to performance management, aimed at enhancing feedback to team members to",,,,,,,,,,,,
Table_45,40,,,,,,,support their development and increasing performance differentiation.,,,,,,,,,,,,
Table_45,40,,,,"Negative impact: As CLP decarbonises its operations, a 'just transition' for its employees",,,CLP supports all its people to succeed and thrive in the period of change brought about by the energy,Our people,,,,,,,,,,,
Table_45,40,,,,"— through retraining, repurposing or a supported transition into new roles — will be",,,"transition. EnergyAustralia established a programme to prepare for the announced 2028 closure of Yallourn,",,,,,,,,,,,,
Table_45,40,,,,"essential. Failure to do so may negatively impact their economic and personal wellbeing,",,,including redeployment of head office team members to business-based roles to support decarbonisation,,,,,,,,,,,,
Table_45,40,,,,and those of their dependents.,,,projects and digital initiatives.,,,,,,,,,,,,
Table_45,40,,Embedding agile,,Financial risk: A lack of organisational agility and entrepreneurial culture may limit CLP’s,,,CLP updated its system of leadership competencies in 2023 to reflect the capabilities and behaviours,"Capital providers,",,,,,,,,,,,
Table_45,40,,and innovative,,"ability to explore emerging energy solutions and new business models, and to compete",,,required to succeed in the evolving business environment.,"Customers,",,,,,,,,,,,
Table_45,40,,ways of,,against disruptive new market entrants.,,,,Our people,,,,,,,,,,,
Table_45,40,,"working, mindsets",,,,,,,,,,,,,,,,,
Table_45,40,,and behaviours,,,,,,,,,,,,,,,,,
Table_45,40,,,,Positive impact: CLP can continue to shift from a hierarchical culture to one that,,,CLP continues to make progress on its multi-year “new ways of working” journey through a comprehensive,Our people,,,,,,,,,,,
Table_45,40,,,,"encourages new ideas and debate as part of corporate decision-making, with the aim of",,,refresh of its values and behaviours to guide team members to drive business success. To enable more,,,,,,,,,,,,
Table_45,40,,,,"enhancing an accountable, collaborative, inclusive and safe-to-speak-up culture.",,,"digitalised and efficient ways of working, business processes continue to be streamlined and modernised.",,,,,,,,,,,,
Table_45,40,,,,"Negative impact: Intensive competition, skills shortages, and changing employee",,,"Graduate and internship opportunities were expanded, including introduction of a Digital Graduate",Our people,,,,,,,,,,,
Table_45,40,,,,preferences on the relative attractiveness of the utilities sector could make it harder,,,Programme in Hong Kong.,,,,,,,,,,,,
Table_45,40,,,,"for CLP to attract and retain top talent in areas requiring specialised expertise, such as",,,,,,,,,,,,,,,
Table_45,40,,,,nuclear and renewable energy.,,,,,,,,,,,,,,,
Table_45,40,,Promoting,,Financial risk: High safety incident rates or fatalities could lead to legal liabilities and,,,"CLP further strengthened workplace safety in 2023 based on its multi-year health, safety and environment","Partners,",,,,,,,,,,,
Table_45,40,,workforce safety,,reputational harm.,,,"improvement strategy, a comprehensive blueprint that emphasises the importance of a proactive approach",Our people,,,,,,,,,,,
Table_45,40,,and wellbeing,,,,,to make work processes safer.,,,,,,,,,,,,
Table_45,40,,,,Positive impact: CLP can leverage AI to improve network diagnostics and deploy,,,"At EnergyAustralia, the data team utilised Artificial Intelligence (AI) to troll through approximately 2.5 million",Our people,,,,,,,,,,,
Table_45,40,,,,"robotics to enhance the safety and efficiency of maintenance operations, helping make",,,"calls, unearthing a new data source that enables the Company to analyse these calls. The analysis revealed",,,,,,,,,,,,
Table_45,40,,,,operations safer for employees.,,,that over half of these calls contained profanity and mistreatment towards staff. This revelation ignited a,,,,,,,,,,,,
Table_45,40,,,,,,,substantial effort to bolster support for employees.,,,,,,,,,,,,
Table_45,40,,,,Negative impact: Failing to provide a safe working environment could undermine the,,,"To help CLP's people integrate wellbeing into work, CLP organised a series of “Wellbeing as a Leadership Skill”",Our people,,,,,,,,,,,
Table_45,40,,,,"physical and mental wellbeing, safety and wellbeing of employees and contractors.",,,"workshops, covering wellbeing, demands and resources, resilience and various tools for leaders to support",,,,,,,,,,,,
Table_45,40,,,,,,,"their teams. Also, CLP provided an online digital wellbeing platform for employees to support and arouse",,,,,,,,,,,,
Table_45,40,,,,,,,"awareness of individual health. Additonally, CLP has commenced identifying psychosocial risk factors within",,,,,,,,,,,,
Table_45,40,,,,,,,"the business units, to help address and support a psychologically safe work environment. The principles of",,,,,,,,,,,,
Table_45,40,,,,,,,human and organisational performance further bolster this approach.,,,,,,,,,,,,
Table_46,41,,"CLP actively manages and responds to the sustainability-related impacts, risks and opportunities summarised in the table below. The latest materiality assessment",,,,,,,,,,,,,,,,,
Table_46,41,,,,,,Upstream,"Own operations
Downstream
Short-term
Medium-term",Long-term,,,,,,,,,,,
Table_46,41,results also inform the Group's business strategy and integrate into the broader risk management process.,,,,,,,,,,,,,,,,,,
Table_46,41,Material Topic,Sub-topic,Megatrend,"Impacts, risks and opportunities",Value,Time,CLP's Response,Relevant,,,,,,,,,,,
Table_46,41,,,,,chain,horizon1,,stakeholders,,,,,,,,,,,
Table_46,41,"A safe, future-",Attracting and,,Negative impact: Younger employees with the skills required to facilitate CLP's,,,"CLP stepped-up efforts to expose high-potential team members to energy transition developments, with",Our people,,,,,,,,,,,
Table_46,41,ready workforce,developing diverse,,opportunities in digitisation and the low-carbon energy transition may have different,,,study tours now embedded in every development programme and over 100 team members participating,,,,,,,,,,,,
Table_46,41,( continued),future talent and,,"expectations compared to previous generations, which requires CLP to hire and train",,,in 2023. CLP also introduced a Digital Graduate Programme and expanded opportunities for graduates,,,,,,,,,,,,
Table_46,41,,capabilities,,executives with the contemporary leadership skills to manage them effectively.,,,and interns.,,,,,,,,,,,,
Table_46,41,,(continued),,,,,,,,,,,,,,,,,
Table_46,41,,Helping our,,Positive impact: People policies that acknowledge different life stages and offer,,,"CLP is committed to developing an engaged and high-performing workforce, providing flexible working",Our people,,,,,,,,,,,
Table_46,41,,people succeed,,"employees greater flexibility can increase social mobility, remove barriers to career",,,arrangements and benefits to support employees through all life stages. CLP commenced implementing,,,,,,,,,,,,
Table_46,41,,,,"progression, and enhance productivity and morale.",,,"a refreshed approach to performance management, aimed at enhancing feedback to team members to",,,,,,,,,,,,
Table_46,41,,,,,,,support their development and increasing performance differentiation.,,,,,,,,,,,,
Table_46,41,,,,"Negative impact: As CLP decarbonises its operations, a 'just transition' for its employees",,,CLP supports all its people to succeed and thrive in the period of change brought about by the energy,Our people,,,,,,,,,,,
Table_46,41,,,,"— through retraining, repurposing or a supported transition into new roles — will be",,,"transition. EnergyAustralia established a programme to prepare for the announced 2028 closure of Yallourn,",,,,,,,,,,,,
Table_46,41,,,,"essential. Failure to do so may negatively impact their economic and personal wellbeing,",,,including redeployment of head office team members to business-based roles to support decarbonisation,,,,,,,,,,,,
Table_46,41,,,,and those of their dependents.,,,projects and digital initiatives.,,,,,,,,,,,,
Table_46,41,,Embedding agile,,Financial risk: A lack of organisational agility and entrepreneurial culture may limit CLP’s,,,CLP updated its system of leadership competencies in 2023 to reflect the capabilities and behaviours,"Capital providers,",,,,,,,,,,,
Table_46,41,,and innovative,,"ability to explore emerging energy solutions and new business models, and to compete",,,required to succeed in the evolving business environment.,"Customers,",,,,,,,,,,,
Table_46,41,,ways of,,against disruptive new market entrants.,,,,Our people,,,,,,,,,,,
Table_46,41,,"working, mindsets",,,,,,,,,,,,,,,,,
Table_46,41,,and behaviours,,,,,,,,,,,,,,,,,
Table_46,41,,,,Positive impact: CLP can continue to shift from a hierarchical culture to one that,,,CLP continues to make progress on its multi-year “new ways of working” journey through a comprehensive,Our people,,,,,,,,,,,
Table_46,41,,,,"encourages new ideas and debate as part of corporate decision-making, with the aim of",,,refresh of its values and behaviours to guide team members to drive business success. To enable more,,,,,,,,,,,,
Table_46,41,,,,"enhancing an accountable, collaborative, inclusive and safe-to-speak-up culture.",,,"digitalised and efficient ways of working, business processes continue to be streamlined and modernised.",,,,,,,,,,,,
Table_46,41,,,,"Negative impact: Intensive competition, skills shortages, and changing employee",,,"Graduate and internship opportunities were expanded, including introduction of a Digital Graduate",Our people,,,,,,,,,,,
Table_46,41,,,,preferences on the relative attractiveness of the utilities sector could make it harder,,,Programme in Hong Kong.,,,,,,,,,,,,
Table_46,41,,,,"for CLP to attract and retain top talent in areas requiring specialised expertise, such as",,,,,,,,,,,,,,,
Table_46,41,,,,nuclear and renewable energy.,,,,,,,,,,,,,,,
Table_46,41,,Promoting,,Financial risk: High safety incident rates or fatalities could lead to legal liabilities and,,,"CLP further strengthened workplace safety in 2023 based on its multi-year health, safety and environment","Partners,",,,,,,,,,,,
Table_46,41,,workforce safety,,reputational harm.,,,"improvement strategy, a comprehensive blueprint that emphasises the importance of a proactive approach",Our people,,,,,,,,,,,
Table_46,41,,and wellbeing,,,,,to make work processes safer.,,,,,,,,,,,,
Table_46,41,,,,Positive impact: CLP can leverage AI to improve network diagnostics and deploy,,,"At EnergyAustralia, the data team utilised Artificial Intelligence (AI) to troll through approximately 2.5 million",Our people,,,,,,,,,,,
Table_46,41,,,,"robotics to enhance the safety and efficiency of maintenance operations, helping make",,,"calls, unearthing a new data source that enables the Company to analyse these calls. The analysis revealed",,,,,,,,,,,,
Table_46,41,,,,operations safer for employees.,,,that over half of these calls contained profanity and mistreatment towards staff. This revelation ignited a,,,,,,,,,,,,
Table_46,41,,,,,,,substantial effort to bolster support for employees.,,,,,,,,,,,,
Table_46,41,,,,Negative impact: Failing to provide a safe working environment could undermine the,,,"To help CLP's people integrate wellbeing into work, CLP organised a series of “Wellbeing as a Leadership Skill”",Our people,,,,,,,,,,,
Table_46,41,,,,"physical and mental wellbeing, safety and wellbeing of employees and contractors.",,,"workshops, covering wellbeing, demands and resources, resilience and various tools for leaders to support",,,,,,,,,,,,
Table_46,41,,,,,,,"their teams. Also, CLP provided an online digital wellbeing platform for employees to support and arouse",,,,,,,,,,,,
Table_46,41,,,,,,,"awareness of individual health. Additonally, CLP has commenced identifying psychosocial risk factors within",,,,,,,,,,,,
Table_46,41,,,,,,,"the business units, to help address and support a psychologically safe work environment. The principles of",,,,,,,,,,,,
Table_46,41,,,,,,,human and organisational performance further bolster this approach.,,,,,,,,,,,,
Table_47,42,,"CLP actively manages and responds to the sustainability-related impacts, risks and opportunities summarised in the table below. The latest materiality assessment",,,,,,,,,,,,,,,,,
Table_47,42,,,,,,Upstream,"Own operations
Downstream
Short-term
Medium-term",Long-term,,,,,,,,,,,
Table_47,42,results also inform the Group's business strategy and integrate into the broader risk management process.,,,,,,,,,,,,,,,,,,
Table_47,42,Material Topic,Sub-topic,Megatrend,"Impacts, risks and opportunities",Value,Time,CLP's Response,Relevant,,,,,,,,,,,
Table_47,42,,,,,chain,horizon1,,stakeholders,,,,,,,,,,,
Table_47,42,Business resilience,Building resilience,,Financial opportunity: AI and data analytic tools may be deployed to improve CLP’s,,,CLP continued to upgrade its data analytics and AI capabilities as part of the Group’s ongoing,"Customers,",,,,,,,,,,,
Table_47,42,,in the face,,"data collection and analysis from across its operations, enabling better tracking of ESG-",,,digitalisation efforts.,"Partners,",,,,,,,,,,,
Table_47,42,,of climate change,,"relevant data, such as energy consumption, waste management, employee wellbeing",,,,Our people,,,,,,,,,,,
Table_47,42,,and evolving,,"and community engagement, and supporting better decision-making and compliance",,,,,,,,,,,,,,,
Table_47,42,,business,,with relevant regulation and policies.,,,,,,,,,,,,,,,
Table_47,42,,environment,,,,,,,,,,,,,,,,,
Table_47,42,,,,Financial risk: The potential changes to regulation and decentralisation of energy,,,CLP continued to engage stakeholders including policymakers to build increased understanding of its,"Customers,",,,,,,,,,,,
Table_47,42,,,,generation and transmission could impact CLP’s future revenue streams.,,,business. The Group is accelerating the development of new energy services and business models to diversify,Partners,,,,,,,,,,,
Table_47,42,,,,,,,from a traditional energy utility.,,,,,,,,,,,,
Table_47,42,,,,Financial risk: Physical risks to CLP’s physical infrastructure and operations resulting,,,CLP continues to strengthen planning and mitigation measures to cope with the heightened risks of extreme,"Customers,",,,,,,,,,,,
Table_47,42,,,,"from climate change, including extreme temperatures, extreme weather events,",,,weather events.,Partners,,,,,,,,,,,
Table_47,42,,,,"increased rainfall, drought, flooding, and bushfires.",,,,,,,,,,,,,,,
Table_47,42,,,,Financial risk: CLP’s hydro power plants located in areas of high water stress may,,,"Drought conditions in Yunnan province led to a reduction in output from Dali Yang_er Hydropower Station,","Capital providers,",,,,,,,,,,,
Table_47,42,,,,experience lower performance during periods of low rainfall.,,,contributing to a HK$115 million impairment charge for the plant in 2023.,Customers,,,,,,,,,,,
Table_47,42,,,,Positive impact: CLP's capabilities in building high-quality energy infrastructure could,,,"To ensure a reliable, reasonably priced and sustainable supply of energy, CLP must address the challenges",Community,,,,,,,,,,,
Table_47,42,,,,help communities adapt to a hotter climate and support a more climate-resilient energy,,,that natural resource constraints and extreme weather conditions pose to its physical assets. CLP conducted,,,,,,,,,,,,
Table_47,42,,,,grid system.,,,asset-level physical climate risk assessments and continues to develop adaptation measures to enhance the,,,,,,,,,,,,
Table_47,42,,,,,,,resilience of individual assets in each region.,,,,,,,,,,,,
Table_47,42,,Reinforcing cyber,,Financial risk: A major cyber-security breach could present a serious risk to CLP's,,,CLP enhanced cybersecurity governance in 2023 and set up a new security operations centre in Hong Kong,"Customers,",,,,,,,,,,,
Table_47,42,,resilience and,,financial position and reputation.,,,to step up risk monitoring and strengthen response to incidents.,Partners,,,,,,,,,,,
Table_47,42,,data protection,,,,,,,,,,,,,,,,,
Table_47,42,,,,Positive impact: CLP's investment in cybersecurity protections (including operational,,,"Group Security took the opportunity to upgrade its Security Operations Centre, enhance the cyber security",Customers,,,,,,,,,,,
Table_47,42,,,,"technology security protocols, and specialised staff) can protect the data security of",,,"monitoring service for Operational Technology, and improve external support with a new Managed Security",,,,,,,,,,,,
Table_47,42,,,,customers and the power network they rely on.,,,Service Provider. These changes collectively represent a significant uplift in CLP’s cyber security posture.,,,,,,,,,,,,
Table_47,42,,,,Negative impact: A successful cyber-attack on one of CLP's Operational Technologies,,,"CLP operates in an ever-evolving cyber security threat landscape. In response, Group Security established",Customers,,,,,,,,,,,
Table_47,42,,,,"(OT) systems, or to a lesser extent its IT system, could affect power plant operations,",,,a Cyber Security Governance and Risk Management function that is helping the wider Group to take,,,,,,,,,,,,
Table_47,42,,,,causing outages and disruption that adversely impact customers and communities.,,,responsibility for cyber security risk management and be accountable for their decisions. CLP continually,,,,,,,,,,,,
Table_47,42,,,,,,,monitors its IT systems and networks and stays alert to potential threats to its OT systems. If suspicious,,,,,,,,,,,,
Table_48,43,,"CLP actively manages and responds to the sustainability-related impacts, risks and opportunities summarised in the table below. The latest materiality assessment",,,,,,,,,,,,,,,,,
Table_48,43,,,,,,Upstream,"Own operations
Downstream
Short-term
Medium-term",Long-term,,,,,,,,,,,
Table_48,43,results also inform the Group's business strategy and integrate into the broader risk management process.,,,,,,,,,,,,,,,,,,
Table_48,43,Material Topic,Sub-topic,Megatrend,"Impacts, risks and opportunities",Value,Time,CLP's Response,Relevant,,,,,,,,,,,
Table_48,43,,,,,chain,horizon1,,stakeholders,,,,,,,,,,,
Table_48,43,Business resilience,Building resilience,,Financial opportunity: AI and data analytic tools may be deployed to improve CLP’s,,,CLP continued to upgrade its data analytics and AI capabilities as part of the Group’s ongoing,"Customers,",,,,,,,,,,,
Table_48,43,,in the face,,"data collection and analysis from across its operations, enabling better tracking of ESG-",,,digitalisation efforts.,"Partners,",,,,,,,,,,,
Table_48,43,,of climate change,,"relevant data, such as energy consumption, waste management, employee wellbeing",,,,Our people,,,,,,,,,,,
Table_48,43,,and evolving,,"and community engagement, and supporting better decision-making and compliance",,,,,,,,,,,,,,,
Table_48,43,,business,,with relevant regulation and policies.,,,,,,,,,,,,,,,
Table_48,43,,environment,,,,,,,,,,,,,,,,,
Table_48,43,,,,Financial risk: The potential changes to regulation and decentralisation of energy,,,CLP continued to engage stakeholders including policymakers to build increased understanding of its,"Customers,",,,,,,,,,,,
Table_48,43,,,,generation and transmission could impact CLP’s future revenue streams.,,,business. The Group is accelerating the development of new energy services and business models to diversify,Partners,,,,,,,,,,,
Table_48,43,,,,,,,from a traditional energy utility.,,,,,,,,,,,,
Table_48,43,,,,Financial risk: Physical risks to CLP’s physical infrastructure and operations resulting,,,CLP continues to strengthen planning and mitigation measures to cope with the heightened risks of extreme,"Customers,",,,,,,,,,,,
Table_48,43,,,,"from climate change, including extreme temperatures, extreme weather events,",,,weather events.,Partners,,,,,,,,,,,
Table_48,43,,,,"increased rainfall, drought, flooding, and bushfires.",,,,,,,,,,,,,,,
Table_48,43,,,,Financial risk: CLP’s hydro power plants located in areas of high water stress may,,,"Drought conditions in Yunnan province led to a reduction in output from Dali Yang_er Hydropower Station,","Capital providers,",,,,,,,,,,,
Table_48,43,,,,experience lower performance during periods of low rainfall.,,,contributing to a HK$115 million impairment charge for the plant in 2023.,Customers,,,,,,,,,,,
Table_48,43,,,,Positive impact: CLP's capabilities in building high-quality energy infrastructure could,,,"To ensure a reliable, reasonably priced and sustainable supply of energy, CLP must address the challenges",Community,,,,,,,,,,,
Table_48,43,,,,help communities adapt to a hotter climate and support a more climate-resilient energy,,,that natural resource constraints and extreme weather conditions pose to its physical assets. CLP conducted,,,,,,,,,,,,
Table_48,43,,,,grid system.,,,asset-level physical climate risk assessments and continues to develop adaptation measures to enhance the,,,,,,,,,,,,
Table_48,43,,,,,,,resilience of individual assets in each region.,,,,,,,,,,,,
Table_48,43,,Reinforcing cyber,,Financial risk: A major cyber-security breach could present a serious risk to CLP's,,,CLP enhanced cybersecurity governance in 2023 and set up a new security operations centre in Hong Kong,"Customers,",,,,,,,,,,,
Table_48,43,,resilience and,,financial position and reputation.,,,to step up risk monitoring and strengthen response to incidents.,Partners,,,,,,,,,,,
Table_48,43,,data protection,,,,,,,,,,,,,,,,,
Table_48,43,,,,Positive impact: CLP's investment in cybersecurity protections (including operational,,,"Group Security took the opportunity to upgrade its Security Operations Centre, enhance the cyber security",Customers,,,,,,,,,,,
Table_48,43,,,,"technology security protocols, and specialised staff) can protect the data security of",,,"monitoring service for Operational Technology, and improve external support with a new Managed Security",,,,,,,,,,,,
Table_48,43,,,,customers and the power network they rely on.,,,Service Provider. These changes collectively represent a significant uplift in CLP’s cyber security posture.,,,,,,,,,,,,
Table_48,43,,,,Negative impact: A successful cyber-attack on one of CLP's Operational Technologies,,,"CLP operates in an ever-evolving cyber security threat landscape. In response, Group Security established",Customers,,,,,,,,,,,
Table_48,43,,,,"(OT) systems, or to a lesser extent its IT system, could affect power plant operations,",,,a Cyber Security Governance and Risk Management function that is helping the wider Group to take,,,,,,,,,,,,
Table_48,43,,,,causing outages and disruption that adversely impact customers and communities.,,,responsibility for cyber security risk management and be accountable for their decisions. CLP continually,,,,,,,,,,,,
Table_48,43,,,,,,,monitors its IT systems and networks and stays alert to potential threats to its OT systems. If suspicious,,,,,,,,,,,,
Table_49,44,,"CLP actively manages and responds to the sustainability-related impacts, risks and opportunities summarised in the table below. The latest materiality assessment",,,,,,,,,,,,,,,,,
Table_49,44,,,,,,Upstream,"Own operations
Downstream
Short-term
Medium-term",Long-term,,,,,,,,,,,
Table_49,44,results also inform the Group's business strategy and integrate into the broader risk management process.,,,,,,,,,,,,,,,,,,
Table_49,44,Material Topic,Sub-topic,Megatrend,"Impacts, risks and opportunities",Value,Time,CLP's Response,Relevant,,,,,,,,,,,
Table_49,44,,,,,chain,horizon1,,stakeholders,,,,,,,,,,,
Table_49,44,Community,Ensuring thriving,,Positive impact: CLP continues to serve local communities through long-standing,,,CLP has a long tradition of serving its local communities through wide-ranging engagement and funding,Community,,,,,,,,,,,
Table_49,44,stewardship,communities,,"engagement and investment programmes related to education, empowerment",,,"programmes. In 2023, CLP Power in Hong Kong allocated HK$20 million to subsidise families living in",,,,,,,,,,,,
Table_49,44,,,,"of women, healthcare access, poverty alleviation, social inclusion, diversity and",,,transitional housing to purchase energy-efficient appliances and HK$5 million to rewire subdivided units for,,,,,,,,,,,,
Table_49,44,,,,eliminating energy poverty.,,,the installation of individual electricity meters to improve the tenants' home safety and quality of life.,,,,,,,,,,,,
Table_49,44,,,,Positive impact: CLP provides assistance to people and different community sectors to,,,"In 2023, the CLP Fuel Cost Subsidy Programme in Hong Kong provided HK$110 million of electricity subsidies",Community,,,,,,,,,,,
Table_49,44,,,,support the provision of affordable energy.,,,"to 150,000 underprivileged households, including 50,000 tenants of subdivided flats. The subsidies are a part",,,,,,,,,,,,
Table_49,44,,,,,,,of the community support programme with an allocation of over HK$200 million from the CLP Community,,,,,,,,,,,,
Table_49,44,,,,,,,Energy Saving Fund.,,,,,,,,,,,,
Table_49,44,,,,Negative impact:: Failing to provide a 'just transition' for coal-fired power plant,,,To ensure thoughtful planning and support to CLP's staff and community throughout the closure of Yallourn,Community,,,,,,,,,,,
Table_49,44,,,,"employees may result in negative economic, health and social impacts for workers, their",,,"Power Station, EnergyAustralia supported staff through re-employment initiatives, while the community is",,,,,,,,,,,,
Table_49,44,,,,families and their communities.,,,engaged in envisioning the future of the site. Current rehabilitation efforts are carried out in collaboration,,,,,,,,,,,,
Table_49,44,,,,,,,"with a local NGO, landcare and government groups.",,,,,,,,,,,,
Table_49,44,,Promoting,,Negative impact: Failure to identify and act on poor labour standards and human rights,,,"CLP is seeking to implement the responsible, safe and ethical procurement of labour, products and services.","Partners,",,,,,,,,,,,
Table_49,44,,responsible,,practices in CLP's operations and especially supply chains could result in physical and,,,"In 2023, CLP Commercial and Supply Chain Management (CSCM) established a Supply Chain Sustainability",Our people,,,,,,,,,,,
Table_49,44,,supply chains,,"psychological harm to workers, and/or violations of their labour rights.",,,management framework as the first phase of implementing the Sustainable Procurement three-year,,,,,,,,,,,,
Table_49,44,,,,,,,"roadmap. In accordance with this Supply Chain Sustainability management framework, CLP will start",,,,,,,,,,,,
Table_49,44,,,,,,,building supplier profiles towards the alignment with the Supplier Code of Conduct (SCoC).,,,,,,,,,,,,
Table_49,44,,Reducing,,"Financial risk: Failing to manage pollutants, including high emissions associated",,,"CLP set new mid- and long-term targets in 2023 for reductions in air emissions, water use and","Capital providers,",,,,,,,,,,,
Table_49,44,,environmental,,"with nitrogen oxides (NOx), sulphur oxides (SOx), particulate matter (PM), lead and",,,"waste generation, as part of a comprehensive environmental strategy that encompasses every aspect","Partners,",,,,,,,,,,,
Table_49,44,,impacts,,mercury in densely populated areas could result in regulatory penalties and public,,,of operations.,Community,,,,,,,,,,,
Table_49,44,,,,health concerns.,,,,,,,,,,,,,,,
Table_50,45,,"CLP actively manages and responds to the sustainability-related impacts, risks and opportunities summarised in the table below. The latest materiality assessment",,,,,,,,,,,,,,,,,
Table_50,45,,,,,,Upstream,"Own operations
Downstream
Short-term
Medium-term",Long-term,,,,,,,,,,,
Table_50,45,results also inform the Group's business strategy and integrate into the broader risk management process.,,,,,,,,,,,,,,,,,,
Table_50,45,Material Topic,Sub-topic,Megatrend,"Impacts, risks and opportunities",Value,Time,CLP's Response,Relevant,,,,,,,,,,,
Table_50,45,,,,,chain,horizon1,,stakeholders,,,,,,,,,,,
Table_50,45,Community,Ensuring thriving,,Positive impact: CLP continues to serve local communities through long-standing,,,CLP has a long tradition of serving its local communities through wide-ranging engagement and funding,Community,,,,,,,,,,,
Table_50,45,stewardship,communities,,"engagement and investment programmes related to education, empowerment",,,"programmes. In 2023, CLP Power in Hong Kong allocated HK$20 million to subsidise families living in",,,,,,,,,,,,
Table_50,45,,,,"of women, healthcare access, poverty alleviation, social inclusion, diversity and",,,transitional housing to purchase energy-efficient appliances and HK$5 million to rewire subdivided units for,,,,,,,,,,,,
Table_50,45,,,,eliminating energy poverty.,,,the installation of individual electricity meters to improve the tenants' home safety and quality of life.,,,,,,,,,,,,
